pmcid	pmid	doi	journal	year	title	n_oss_packages	packages	pipeline
PMC10622901	37878721	10.1073/pnas.2304302120	PNAS	2023	Systematic identification of conditionally folded intrinsically disordered regions by AlphaFold2.	3	AlphaFold; Jupyter; RoseTTAFold	machine learning [AlphaFold, RoseTTAFold] -> stage not stated [Jupyter]
PMC10622906	37844214	10.1073/pnas.2218778120	PNAS	2023	The reconstructed cranium of &lt;i&gt;Pierolapithecus&lt;/i&gt; and the evolution of the great ape face.	2	R; phytools	differential/statistical testing [R v4.1.2, phytools]
PMC10622907	37883437	10.1073/pnas.2310174120	PNAS	2023	Neutral lysophosphatidylcholine mediates α-synuclein-induced synaptic vesicle clustering.	1	EMAN2	stage not stated [EMAN2]
PMC10622909	37874855	10.1073/pnas.2306932120	PNAS	2023	Downregulation of a transcription factor associated with resistance to Bt toxin Vip3Aa in the invasive fall armyworm.	8	BWA; DESeq2; GATK; GEMMA; PLINK; Picard; RSEM; SnpEff	alignment/mapping [BWA, Picard, RSEM] -> variant calling [GATK v4.2.3] -> quantification [RSEM] -> normalisation [RSEM] -> differential/statistical testing [DESeq2] -> stage not stated [GEMMA, PLINK, SnpEff]
PMC10622910	37871225	10.1073/pnas.2314788120	PNAS	2023	Heterologous synthesis of the complex homometallic cores of nitrogenase P- and M-clusters in &lt;i&gt;Escherichia coli&lt;/i&gt;.	1	AlphaFold	stage not stated [AlphaFold]
PMC10622911	37889931	10.1073/pnas.2315171120	PNAS	2023	Localization of PPM1H phosphatase tunes Parkinson's disease-linked LRRK2 kinase-mediated Rab GTPase phosphorylation and ciliogenesis.	3	CellProfiler; ChimeraX; ImageJ	quantification [ImageJ] -> stage not stated [CellProfiler, ChimeraX]
PMC10622914	37883436	10.1073/pnas.2311219120	PNAS	2023	DNA language models are powerful predictors of genome-wide variant effects.	3	UMAP; VEP; scikit-learn	dimensionality reduction/clustering [UMAP] -> differential/statistical testing [scikit-learn] -> machine learning [scikit-learn] -> stage not stated [VEP]
PMC10622915	37874854	10.1073/pnas.2215832120	PNAS	2023	Universal abundance fluctuations across microbial communities, tropical forests, and urban populations.	2	Python; SciPy	stage not stated [Python, SciPy]
PMC10622916	37856563	10.1073/pnas.2300959120	PNAS	2023	A polygenic explanation for Haldane's rule in butterflies.	3	BCFtools; Cutadapt; Picard	read trimming [Cutadapt] -> alignment/mapping [Cutadapt] -> variant calling [BCFtools] -> stage not stated [Picard]
PMC10622919	37883435	10.1073/pnas.2310770120	PNAS	2023	The human adenovirus E1B-55K oncoprotein coordinates cell transformation through regulation of DNA-bound host transcription factors.	4	HOMER; MACS2; Metascape; R	alignment/mapping [MACS2, R] -> stage not stated [HOMER, Metascape]
PMC10622921	37878716	10.1073/pnas.2305198120	PNAS	2023	Interspecies interactions determine growth dynamics of biopolymer-degrading populations in microbial communities.	2	Python; SciPy	differential/statistical testing [SciPy] -> stage not stated [Python v3.7]
PMC10622924	37871214	10.1073/pnas.2306465120	PNAS	2023	Transient inhibition of lysosomal functions potentiates nucleic acid vaccines.	1	QuPath	stage not stated [QuPath]
PMC10622928	37871198	10.1073/pnas.2302440120	PNAS	2023	Frugivore-mediated seed dispersal in fragmented landscapes: Compositional and functional turnover from forest to matrix.	3	QGIS; R; emmeans	stage not stated [QGIS v3.26.1, R, emmeans v1.7.3]
PMC10622942	37871207	10.1073/pnas.2310600120	PNAS	2023	Diversity of rhodopsin cyclases in zoospore-forming fungi.	7	AlphaFold; GROMACS; IQ-TREE; MDAnalysis; Matplotlib; PyMOL; SPAdes	read trimming [IQ-TREE, SPAdes v3.15.5] -> alignment/mapping [IQ-TREE] -> simulation/modelling [GROMACS v2019.3] -> visualisation [Matplotlib v3.4.3, PyMOL v2.4.1] -> stage not stated [AlphaFold, MDAnalysis v2.4.3]
PMC10622944	37878718	10.1073/pnas.2309986120	PNAS	2023	Olfactory threat extinction in the piriform cortex: An age-dependent employment of NMDA receptor-dependent long-term depression.	1	ImageJ	stage not stated [ImageJ]
PMC10622946	37883438	10.1073/pnas.2304339120	PNAS	2023	Intracellular <i>Plasmodium</i> aquaporin 2 is important for sporozoite production in the mosquito vector and malaria transmission.	2	AlphaFold; ColabFold	alignment/mapping [ColabFold] -> stage not stated [AlphaFold]
PMC10622969	37871223	10.1073/pnas.2307593120	PNAS	2023	Expression signature of human endogenous retroviruses in chronic lymphocytic leukemia.	9	Bowtie2; ComplexHeatmap; Cytoscape; HISAT2; R; SAMtools; Trim Galore; featureCounts; pheatmap	read trimming [Bowtie2 v2.4.5, HISAT2 v2.1.0, Trim Galore v0.6.6] -> alignment/mapping [Bowtie2 v2.4.5, HISAT2 v2.1.0, SAMtools v1.6, featureCounts v2.0.0] -> quantification [R] -> differential/statistical testing [R, pheatmap v1.0.12] -> stage not stated [ComplexHeatmap, Cytoscape v3.9.1]
PMC10623007	37883440	10.1073/pnas.2311057120	PNAS	2023	Cytosolic iron-sulfur protein assembly system identifies clients by a C-terminal tripeptide.	1	AlphaFold	stage not stated [AlphaFold]
PMC10623010	37871217	10.1073/pnas.2313825120	PNAS	2023	The lipoprotein lipase that is shuttled into capillaries by GPIHBP1 enters the glycocalyx where it mediates lipoprotein processing.	1	ImageJ	stage not stated [ImageJ]
PMC10623011	37883433	10.1073/pnas.2306086120	PNAS	2023	Diacylglycerol-dependent hexamers of the SNARE-assembling chaperone Munc13-1 cooperatively bind vesicles.	2	IMOD; Topaz	alignment/mapping [IMOD] -> machine learning [Topaz]
PMC10623012	37871205	10.1073/pnas.2310344120	PNAS	2023	Activity-induced MeCP2 phosphorylation regulates retinogeniculate synapse refinement.	9	Bowtie2; DESeq2; ImageJ; R; SAMtools; STAR; Trimmomatic; edgeR; featureCounts	read trimming [Bowtie2 v2.2.9, STAR v2.5.2b, Trimmomatic v0.36] -> alignment/mapping [Bowtie2 v2.2.9, STAR v2.5.2b] -> quantification [ImageJ] -> differential/statistical testing [DESeq2 v1.34.0, R v3.34.1, edgeR v3.34.1] -> stage not stated [SAMtools v0.1.19, featureCounts]
PMC10623014	37874858	10.1073/pnas.2308984120	PNAS	2023	Genome evolution and initial breeding of the Triticeae grass &lt;i&gt;Leymus chinensis&lt;/i&gt; dominating the Eurasian Steppe.	8	BUSCO; Cutadapt; HISAT2; InterProScan; RAxML; RepeatMasker; StringTie; Trimmomatic	read trimming [Cutadapt v2.1, Trimmomatic] -> alignment/mapping [HISAT2, StringTie] -> stage not stated [BUSCO, InterProScan, RAxML, RepeatMasker]
PMC10623016	37871201	10.1073/pnas.2308511120	PNAS	2023	The total mass, number, and distribution of immune cells in the human body.	1	Jupyter	stage not stated [Jupyter]
PMC10623034	37878722	10.1073/pnas.2301064120	PNAS	2023	An amino-domino model described by a cross-peptide-bond Ramachandran plot defines amino acid pairs as local structural units.	3	AlphaFold; GROMACS; scikit-learn	dimensionality reduction/clustering [AlphaFold, scikit-learn] -> simulation/modelling [GROMACS]
PMC10629525	37428936	10.1073/pnas.2304612120	PNAS	2023	Root-knot nematodes produce functional mimics of tyrosine-sulfated plant peptides.	1	ImageJ	stage not stated [ImageJ]
PMC10629526	37428926	10.1073/pnas.2306209120	PNAS	2023	Underexcitation prevents crystallization of granular assemblies subjected to high-frequency vibration.	1	LAMMPS	stage not stated [LAMMPS]
PMC10629527	37428932	10.1073/pnas.2305764120	PNAS	2023	Functional interrogation of lymphocyte subsets in alopecia areata using single-cell RNA sequencing.	3	GSEA; Seurat; UMAP	alignment/mapping [Seurat] -> normalisation [Seurat] -> dimensionality reduction/clustering [UMAP] -> differential/statistical testing [GSEA]
PMC10629529	37428925	10.1073/pnas.2305871120	PNAS	2023	Horizontal gene transfer underlies the painful stings of asp caterpillars (Lepidoptera: Megalopygidae).	2	BLAST; HMMER	stage not stated [BLAST, HMMER]
PMC10629530	37436957	10.1073/pnas.2305099120	PNAS	2023	A conserved RWP-RK transcription factor VSR1 controls gametic differentiation in volvocine algae.	1	BLAST	stage not stated [BLAST]
PMC10629533	37436958	10.1073/pnas.2304602120	PNAS	2023	Structures and membrane interactions of native serotonin transporter in complexes with psychostimulants.	7	CTFFIND; ChimeraX; MotionCor2; NAMD; PHENIX; RELION; VMD	alignment/mapping [RELION] -> simulation/modelling [NAMD] -> structure determination [ChimeraX, PHENIX] -> stage not stated [CTFFIND, MotionCor2, VMD]
PMC10629534	37410814	10.1073/pnas.2304870120	PNAS	2023	The ubiquitin-protein ligase MIEL1 localizes to peroxisomes to promote seedling oleosin degradation and lipid droplet mobilization.	3	AlphaFold; ChimeraX; Clustal Omega	alignment/mapping [Clustal Omega] -> visualisation [ChimeraX] -> stage not stated [AlphaFold]
PMC10629545	37428935	10.1073/pnas.2301302120	PNAS	2023	Identification of a second glycoform of the clinically prevalent O1 antigen from <i>Klebsiella pneumoniae</i>.	3	AlphaFold; BLAST; MAFFT	alignment/mapping [MAFFT] -> differential/statistical testing [MAFFT] -> stage not stated [AlphaFold, BLAST]
PMC10629549	37428913	10.1073/pnas.2304378120	PNAS	2023	ToxR activates the <i>Vibrio cholerae</i> virulence genes by tethering DNA to the membrane through versatile binding to multiple sites.	5	AlphaFold; ChimeraX; Coot; PHENIX; PyMOL	structure determination [Coot, PHENIX] -> visualisation [ChimeraX, PyMOL] -> stage not stated [AlphaFold]
PMC10629550	37428903	10.1073/pnas.2301250120	PNAS	2023	Systemic deletion of <i>DMD</i> exon 51 rescues clinically severe Duchenne muscular dystrophy in a pig model lacking <i>DMD</i> exon 52.	2	ComplexHeatmap; R	dimensionality reduction/clustering [ComplexHeatmap, R]
PMC10629554	37428920	10.1073/pnas.2300315120	PNAS	2023	A preparative small-molecule mimic of liver CYP450 enzymes in the aliphatic C-H oxidation of carbocyclic <i>N</i>-heterocycles.	2	RDKit; UMAP	dimensionality reduction/clustering [UMAP] -> visualisation [UMAP] -> stage not stated [RDKit]
PMC10629555	37428924	10.1073/pnas.2301018120	PNAS	2023	Elevated atmospheric CO<sub>2</sub> drove an increase in tropical cyclone intensity during the early Toarcian hyperthermal.	1	CESM	stage not stated [CESM]
PMC10629556	37450495	10.1073/pnas.2301199120	PNAS	2023	Mechanism of RanGTP priming H2A-H2B release from Kap114 in an atypical RanGTP•Kap114•H2A-H2B complex.	5	ChimeraX; MAFFT; PHENIX; PyMOL; UCSF Chimera	alignment/mapping [MAFFT] -> structure determination [ChimeraX, PHENIX, UCSF Chimera] -> visualisation [MAFFT] -> stage not stated [PyMOL v2.5]
PMC10629561	37410813	10.1073/pnas.2221249120	PNAS	2023	A cellular and molecular spatial atlas of dystrophic muscle.	5	Python; R; Seurat; Squidpy; UMAP	quantification [Python] -> normalisation [Seurat] -> dimensionality reduction/clustering [Python, R, Seurat, Squidpy, UMAP] -> differential/statistical testing [R] -> visualisation [UMAP]
PMC10629564	37432995	10.1073/pnas.2220762120	PNAS	2023	General features of transmembrane beta barrels from a large database.	1	AlphaFold	stage not stated [AlphaFold]
PMC10629567	37428910	10.1073/pnas.2216217120	PNAS	2023	A simple mechanism for collective decision-making in the absence of payoff information.	6	R; data.table; ggplot2; lme4; survival (R); tidyverse	differential/statistical testing [ggplot2, lme4] -> stage not stated [R v4.2.1, data.table, survival (R), tidyverse]
PMC10629569	37428919	10.1073/pnas.2219074120	PNAS	2023	Decoupling of catalysis and transition state analog binding from mutations throughout a phosphatase revealed by high-throughput enzymology.	3	Jupyter; Python; UMAP	dimensionality reduction/clustering [Jupyter, UMAP] -> visualisation [UMAP] -> stage not stated [Python]
PMC10629570	37450494	10.1073/pnas.2218860120	PNAS	2023	Epidemiological connectivity between humans and animals across an urban landscape.	2	R; SPAdes	differential/statistical testing [R v3.3] -> stage not stated [SPAdes v3.6]
PMC10629574	37428905	10.1073/pnas.2215072120	PNAS	2023	Crystal structures of multidrug efflux transporters from <i>Burkholderia pseudomallei</i> suggest details of transport mechanism.	3	CCP4; PHENIX; PyMOL	visualisation [PyMOL] -> stage not stated [CCP4, PHENIX]
PMC10629575	37428911	10.1073/pnas.2215744120	PNAS	2023	Aberrant LYZ expression in tumor cells serves as the potential biomarker and target for HCC and promotes tumor progression via csGRP78.	1	GSEA	stage not stated [GSEA]
PMC10629578	37428909	10.1073/pnas.2206837120	PNAS	2023	Reconstructing river flows remotely on Earth, Titan, and Mars.	1	R	stage not stated [R v0.5]
PMC10629580	37428929	10.1073/pnas.2102408120	PNAS	2023	Speciation across the Earth driven by global cooling in terrestrial orchids.	2	R; RAxML	stage not stated [R, RAxML]
PMC10629581	37428931	10.1073/pnas.2207993120	PNAS	2023	NOS inhibition reverses TLR2-induced chondrocyte dysfunction and attenuates age-related osteoarthritis.	4	Bowtie2; GSEA; MACS2; featureCounts	alignment/mapping [Bowtie2] -> quantification [featureCounts] -> stage not stated [GSEA, MACS2]
PMC10629582	37611057	10.1073/pnas.2304519120	PNAS	2023	Miniaturized metachronal magnetic artificial cilia.	1	ImageJ	quantification [ImageJ] -> simulation/modelling [ImageJ]
PMC10629583	37603740	10.1073/pnas.2305037120	PNAS	2023	Specific inhibition of an anticancer target, polo-like kinase 1, by allosterically dismantling its mechanism of substrate recognition.	8	AlphaFold; CCP4; Coot; GROMACS; PHENIX; PyMOL; RDKit; VMD	normalisation [CCP4] -> simulation/modelling [GROMACS v2022.3, RDKit, VMD v1.9.4] -> structure determination [Coot, PHENIX] -> visualisation [PyMOL, VMD v1.9.4] -> stage not stated [AlphaFold]
PMC10636305	37922325	10.1073/pnas.2313285120	PNAS	2023	Ultrafine mapping of chromosome conformation at hundred basepair resolution reveals regulatory genome architecture.	1	MACS2	quantification [MACS2]
PMC10636306	37903263	10.1073/pnas.2313134120	PNAS	2023	Harvesting of aerial humidity with natural hygroscopic salt excretions.	1	ImageJ	stage not stated [ImageJ]
PMC10636308	37922329	10.1073/pnas.2313058120	PNAS	2023	The roles of surround inhibition for the intrinsic function of the striatum, analyzed in silico.	2	Jupyter; Python	dimensionality reduction/clustering [Jupyter] -> simulation/modelling [Python]
PMC10636311	37903271	10.1073/pnas.2311484120	PNAS	2023	Synaptophysin chaperones the assembly of 12 SNAREpins under each ready-release vesicle.	4	CTFFIND; ImageJ; MotionCor2; RELION	stage not stated [CTFFIND, ImageJ, MotionCor2, RELION v3.1]
PMC10636315	37906647	10.1073/pnas.2310529120	PNAS	2023	Evidence for an ancient aquatic origin of the RNA viral order &lt;i&gt;Articulavirales&lt;/i&gt;.	7	BLAST; IQ-TREE; MAFFT; MUSCLE; R; RSEM; Trimmomatic	read trimming [Trimmomatic v0.38] -> alignment/mapping [IQ-TREE v1.6.12, MAFFT v7.490, MUSCLE v5.1] -> quantification [RSEM v1.3.0] -> visualisation [R v4.1] -> stage not stated [BLAST v2.0.9]
PMC10636316	37871159	10.1073/pnas.2312077120	PNAS	2023	Development shapes the evolutionary diversification of rodent stripe patterns.	2	R; phytools	differential/statistical testing [phytools v1.2] -> stage not stated [R]
PMC10636318	37883416	10.1073/pnas.2310996120	PNAS	2023	Nuclear interferon-stimulated gene product maintains heterochromatin on the herpes simplex viral genome to limit lytic infection.	1	ImageJ	quantification [ImageJ]
PMC10636319	37903273	10.1073/pnas.2310924120	PNAS	2023	Molecular basis for Nse5-6 mediated regulation of Smc5/6 functions.	6	ColabFold; MotionCor2; PHENIX; PyMOL; RELION; UCSF Chimera	registration [MotionCor2] -> structure determination [PHENIX] -> visualisation [PyMOL, UCSF Chimera] -> stage not stated [ColabFold, RELION v3.0]
PMC10636320	37922328	10.1073/pnas.2309743120	PNAS	2023	AMP-dependent phosphite dehydrogenase, a phosphorylating enzyme in dissimilatory phosphite oxidation.	2	AlphaFold; UCSF Chimera	stage not stated [AlphaFold, UCSF Chimera]
PMC10636322	37903256	10.1073/pnas.2309123120	PNAS	2023	Amazon deforestation causes strong regional warming.	3	Jupyter; Python; XGBoost	differential/statistical testing [XGBoost] -> machine learning [Jupyter] -> stage not stated [Python v3.9.7]
PMC10636323	37906643	10.1073/pnas.2310057120	PNAS	2023	Shift of the insoluble content of the proteome in the aging mouse brain.	1	R	dimensionality reduction/clustering [R v4.1.2]
PMC10636324	37903274	10.1073/pnas.2309910120	PNAS	2023	FAM91A1-TBC1D23 complex structure reveals human genetic variations susceptible for PCH.	3	AlphaFold; ImageJ; PHENIX	structure determination [AlphaFold, PHENIX] -> stage not stated [ImageJ]
PMC10636325	37903252	10.1073/pnas.2309015120	PNAS	2023	Neuronal implementation of the temporal difference learning algorithm in the midbrain dopaminergic system.	1	R	stage not stated [R v0.5]
PMC10636327	37903261	10.1073/pnas.2309156120	PNAS	2023	Hyaluronic acid-British anti-Lewisite as a safer chelation therapy for the treatment of arthroplasty-related metallosis.	1	ImageJ	quantification [ImageJ]
